,x1,x2,y
162,5.302832538070091,15.01968381664201,0
425,5.942185752105232,13.875632315732426,0
138,11.0621931164465,10.0453576380209,1
62,4.2404324147533465,13.32288955623362,0
135,11.556981254351616,8.776831876912556,1
128,11.287710896063135,7.269708870298923,1
476,6.88501293189706,13.553045130529965,0
8,6.797541903431724,13.79153894404404,0
326,9.857187105608778,9.3622870091396,1
463,7.305243417783002,15.142354353098192,0
64,4.434843270044662,12.221482418388645,0
300,5.64261195696938,14.758712887394193,0
14,11.26968398406749,11.055278061600989,1
156,11.066498914643976,8.824200027563469,1
40,5.70986255924594,12.27314568154785,0
379,4.80960817981725,13.758957552564206,0
468,5.631103674588344,15.71424867330606,0
403,11.4975681476402,8.254133449802083,1
216,5.929009348308441,15.736070813098294,0
279,5.911174256009119,13.546363178122377,0
434,4.7713080646420325,12.74586737146288,0
430,10.724931909750222,10.483870251538235,1
337,12.37926456375708,9.904510945868315,1
236,4.861751037426134,12.838460886551069,0
207,11.80039130836844,9.487151294062846,1
212,9.10911720614522,8.62836377891424,1
295,5.343050085558793,11.958793431413158,0
457,4.899657561458001,14.047267444436896,0
251,5.08760063509991,13.684896355504064,0
488,10.352942069383309,10.792325820952476,1
486,12.053540877030848,7.953361963544489,1
303,7.069245390505479,15.21998542223395,0
350,11.182832148022376,7.464133147958317,1
269,6.1400433483273344,14.55769926938193,0
201,10.812791046854224,9.126590949388872,1
161,5.942268135198879,14.13057154178106,0
43,11.235938861484952,9.962568246901062,1
217,4.719687111362079,14.752633767655247,0
401,7.141225859980095,14.799624639833402,0
190,11.57301038513946,8.670330823641558,1
309,7.120458834806465,14.33480937656852,0
259,6.133137049919097,14.774500547060953,0
105,4.902798073450469,14.940312345083418,0
53,10.404271300933305,9.10188707760091,1
389,6.701153025885715,15.314516648183648,0
1,4.102910720511884,15.627588863593267,0
441,11.150774565299018,8.79589392660287,1
482,11.36010697817704,9.590463008239372,1
49,10.34216914291976,8.448880307953731,1
419,10.944920636674114,10.75067789859106,1
80,5.842194264520854,14.273306996930538,0
205,5.4004205794832165,15.359491448135934,0
34,10.387515202932208,8.115886493275733,1
263,10.644124427880948,10.648898788244942,1
427,6.676526269560025,12.50197510972563,0
366,10.462620677070705,10.389224703141128,1
91,4.858969121156739,14.41110838262495,0
339,4.845276568172865,14.023895989408734,0
473,10.99834306023647,9.32745896831722,1
52,3.893183950197405,13.69842706690777,0
345,5.147063477092114,14.49276453350638,0
264,9.454383956246335,8.287969193074305,1
241,10.427686082890103,9.61280908071106,1
13,6.430627605104635,15.616954624719568,0
315,6.137448296951609,15.79345350915132,0
88,6.430963901549397,14.890343438072357,0
387,9.699604728500182,9.852334591235694,1
273,4.547209284649325,14.743187011391928,0
166,11.8205526761598,8.327253283653159,1
328,10.012932984041864,8.93216590681357,1
492,4.728587353084913,13.444904311183304,0
134,9.631723705065363,9.723141356978264,1
306,4.098731816756423,13.776480523282492,0
480,5.157463011750649,15.317836822367658,0
319,5.503561937457819,15.498530908122206,0
243,4.02367412391607,13.66133957319497,0
54,12.011753666639711,7.4943168899185775,1
363,10.21664997062856,7.1749951622910295,1
50,11.15761012810433,7.644532904245448,1
456,11.81383128171998,9.439057342183986,1
174,9.423279953647173,9.585887214301188,1
445,6.365395387833699,14.871084861582208,0
189,11.25148796436645,7.70312868713524,1
496,11.177993887938932,8.835516851031606,1
187,10.455388860891302,9.469251824183466,1
169,7.504287683920968,14.43529240898058,0
58,6.133149469016485,18.113446086803464,0
48,5.017463092791632,13.969020846355466,0
344,5.383948407987101,14.026577639199562,0
235,4.789106771788365,13.700533555951774,0
252,7.751135157366704,12.30862679662624,0
21,5.6823818018059,13.182969818219435,0
313,11.223709840942275,8.41579863221882,1
459,8.696982591165675,15.38028950758332,0
160,5.9751172686754845,13.56780500088809,0
276,5.466316687674854,14.84903180263332,0
443,9.699479774674794,10.734671444939911,1
191,7.3835560229915345,14.665696307109698,0
385,10.934323110815578,9.22321671227824,1
293,4.691171311132354,14.201189240086943,0
413,6.572103546203639,14.91210584745454,0
343,11.03563403945977,10.074068781426496,1
257,10.31728536822523,9.550475931548709,1
308,10.40624712029084,8.433018321715156,1
149,11.56383731249704,8.62058517216849,1
130,12.86193362364611,10.325297309110526,1
151,9.620052986191157,9.72613082898277,1
359,11.215523685279642,9.750742456842517,1
99,5.817161478283907,13.660497718989948,0
372,2.376834442641365,13.236326954814452,0
87,5.546091661130103,15.264247494040768,0
458,10.942274424746229,10.083179144972071,1
330,10.802961899677028,8.181580018417096,1
214,11.54967640740328,9.427585822972864,1
466,10.94035397331442,9.661377960328174,1
121,12.400413375160932,8.409130969206073,1
499,10.355090549475396,9.005968313166383,1
20,10.206119928067505,7.735222559644132,1
188,10.252771951346208,8.732358627404045,1
71,13.539993665439871,8.883817363230898,1
106,9.958676310040364,9.688233710254902,1
270,5.717753147798079,13.757238942032544,0
348,5.178057296013454,14.391455173434837,0
435,5.582275743600485,15.825358251962747,0
102,4.734244346509304,14.41443970209427,0
