,x1,x2,y
422,5.154684089897975,13.794984842578486,0
233,7.020896093646536,12.858863533356462,0
311,6.308245774421549,13.859494124262907,0
164,12.129182453456751,8.276700837829662,1
136,12.235665252744598,8.085269960736046,1
197,5.088341578943398,14.7739820292621,0
258,7.250513086642073,12.83057321818811,0
232,10.534406605770304,10.43326174007325,1
115,11.008653950105892,10.258329125562849,1
120,6.490422419431115,14.444056601887096,0
349,11.480826314795458,8.002322018156997,1
224,11.809314708354565,6.768741953947664,1
402,7.771284240221993,13.493367033260691,0
397,6.194658745766204,14.57196475069228,0
127,12.186418093679434,8.162941591968313,1
285,3.9147193433552823,14.205166897252123,0
411,3.59295919605283,14.44716891091817,0
107,4.792604585917926,13.93932875449575,0
370,13.553268930420938,9.039095696970035,1
325,10.930445417518644,9.654696755122153,1
133,11.625393308312152,11.14313198626101,1
452,5.715777881259269,13.487704812293275,0
44,11.07602990411206,8.517601974250507,1
460,5.678331992651463,16.723956708634027,0
65,6.061921210856665,15.03534864957808,0
283,11.039539497091251,8.332940485249974,1
85,7.204118598855789,13.022899097321892,0
242,10.119495761887125,8.595321718725724,1
186,10.909743415712429,7.318916329439558,1
383,7.197314598217829,15.028149325301651,0
159,11.687661062626551,8.417410487061282,1
12,6.781265534865397,14.27094765716833,0
35,10.618942961351996,10.139207066319797,1
28,7.26306949621172,14.011678556592363,0
170,11.634274783525134,8.924292592045093,1
142,11.094136775833116,9.130179024417426,1
398,10.490469684652854,10.02403814002462,1
342,4.067438351644304,14.32927757095477,0
221,5.62334548242862,14.307695189913485,0
95,5.738397414422336,14.775153430207492,0
51,9.869333281705249,10.732147706379171,1
240,5.89909365044547,13.638015076328148,0
484,6.797398966774264,14.328233077558853,0
378,12.483307428938229,9.85723955353122,1
178,11.112878801317953,8.279756448016375,1
41,10.740961080304666,8.072313600913951,1
498,6.329716660799327,13.136072504310874,0
421,3.5506596826705605,14.171594556635954,0
206,13.506841553044698,8.449008490035228,1
282,6.649101305206388,15.191994715264942,0
254,5.087844164337996,13.4678417638864,0
412,4.219534208891296,14.823683832839311,0
4,10.030510238339131,11.61225932779294,1
256,6.356568362705848,14.432082877338711,0
448,6.440161942704927,16.15750757880269,0
100,12.147691188830883,9.234298106256762,1
226,4.170017441213113,12.853250821772187,0
429,11.259877753490898,7.854388215657172,1
213,5.541000073296333,14.601866570965386,0
171,10.54541289973876,8.670705139486909,1
98,5.731619127961685,14.92284527066979,0
292,11.306042149413194,7.728763686570246,1
215,7.083750551631991,14.034938295662208,0
61,9.6354586161368,8.06122531647135,1
47,10.897757948778509,10.097173094543678,1
32,10.440149446861716,8.201572537553236,1
267,4.795881387144005,14.504401807640654,0
327,10.368391324179129,7.5732161661073265,1
200,12.046583816760233,10.149172853401222,1
446,6.263477732295585,15.629346153681093,0
27,12.18112304933502,8.571801889933997,1
424,10.793037483009718,8.540146204681374,1
230,11.815601239236218,7.850170408297931,1
260,5.676310501156437,13.11774429831812,0
288,11.701581191214313,7.85082549173832,1
162,5.302832538070091,15.01968381664201,0
425,5.942185752105232,13.875632315732426,0
138,11.0621931164465,10.0453576380209,1
62,4.2404324147533465,13.32288955623362,0
135,11.556981254351616,8.776831876912556,1
128,11.287710896063135,7.269708870298923,1
476,6.88501293189706,13.553045130529965,0
8,6.797541903431724,13.79153894404404,0
326,9.857187105608778,9.3622870091396,1
463,7.305243417783002,15.142354353098192,0
64,4.434843270044662,12.221482418388645,0
300,5.64261195696938,14.758712887394193,0
14,11.26968398406749,11.055278061600989,1
156,11.066498914643976,8.824200027563469,1
40,5.70986255924594,12.27314568154785,0
379,4.80960817981725,13.758957552564206,0
468,5.631103674588344,15.71424867330606,0
403,11.4975681476402,8.254133449802083,1
216,5.929009348308441,15.736070813098294,0
279,5.911174256009119,13.546363178122377,0
434,4.7713080646420325,12.74586737146288,0
430,10.724931909750222,10.483870251538235,1
337,12.37926456375708,9.904510945868315,1
236,4.861751037426134,12.838460886551069,0
207,11.80039130836844,9.487151294062846,1
