month,day,day_of_week,hour,minute,max_value,min_value,mean_value,is Dish Washer,is Freezer,is Refrigerator,is Washing Machine
0.3333333333333333,0.8,0.0,0.25,0.8,82.0598220825195,70.2497406005859,72.07160699778588,1.0,0.0,0.0,0.0
0.08333333333333333,0.13333333333333333,0.3333333333333333,0.16666666666666666,0.3,0.285082012414932,0.0,0.142541006207466,0.0,0.0,0.0,1.0
0.3333333333333333,0.9,0.5,0.75,0.23333333333333334,26.5597534179688,26.0957622528076,26.32775523298878,0.0,1.0,0.0,0.0
1.0,0.4,0.0,0.5,0.2833333333333333,4.00842189788818,3.82212710380554,3.9060233791669203,0.0,0.0,0.0,1.0
0.3333333333333333,0.7333333333333333,0.8333333333333334,0.8333333333333334,0.03333333333333333,85.1160583496094,84.4054336547852,84.7731879494407,0.0,1.0,0.0,0.0
0.3333333333333333,0.9,0.5,0.5,0.3,25.9904479980469,25.036548614502,25.49612404128252,0.0,1.0,0.0,0.0
0.3333333333333333,0.6,0.16666666666666666,0.4166666666666667,0.016666666666666666,266.226806640625,0.968737006187439,67.89757021200856,0.0,0.0,0.0,1.0
1.0,1.0333333333333334,0.8333333333333334,0.4166666666666667,0.5166666666666667,359.842620849609,5.30662202835083,156.69684798838725,0.0,0.0,0.0,1.0
0.3333333333333333,0.9333333333333333,0.6666666666666666,0.375,0.43333333333333335,31.496488571167,30.8957271575928,31.226496809619974,0.0,0.0,1.0,0.0
1.0,0.43333333333333335,0.16666666666666666,0.875,0.3333333333333333,0.270639985799789,0.0,0.1353199928998945,0.0,0.0,0.0,1.0
0.08333333333333333,0.06666666666666667,0.0,0.041666666666666664,0.35,0.272552013397217,0.0,0.1362760066986085,0.0,0.0,0.0,1.0
0.3333333333333333,0.7333333333333333,0.8333333333333334,0.625,0.9,0.916046977043152,0.695591986179352,0.8118991043608067,0.0,0.0,0.0,1.0
0.3333333333333333,0.9333333333333333,0.6666666666666666,0.08333333333333333,0.5666666666666667,2.94070100784302,2.69558191299438,2.843247541065874,0.0,0.0,1.0,0.0
0.3333333333333333,0.6666666666666666,0.5,0.8333333333333334,0.6666666666666666,65.1038208007812,0.0,61.219975378778244,0.0,0.0,1.0,0.0
0.3333333333333333,0.9333333333333333,0.6666666666666666,0.4166666666666667,0.5333333333333333,31.7008533477783,30.831958770752,31.245579369862874,0.0,0.0,1.0,0.0
0.4166666666666667,0.3,0.16666666666666666,0.6666666666666666,0.6666666666666666,4.02550220489502,3.76871109008789,3.885607922077178,0.0,0.0,0.0,1.0
1.0,1.0333333333333334,0.8333333333333334,0.5416666666666666,0.15,408.066070556641,305.149658203125,373.5686226537672,0.0,0.0,0.0,1.0
1.0,0.9333333333333333,0.3333333333333333,0.7083333333333334,0.1,0.283169001340866,0.0,0.141584500670433,0.0,0.0,0.0,1.0
0.3333333333333333,0.5666666666666667,0.0,0.9583333333333334,0.8,81.6311798095703,80.4849166870117,81.14157985818797,0.0,1.0,0.0,0.0
0.3333333333333333,0.9333333333333333,0.6666666666666666,0.5416666666666666,0.0,25.4309673309326,25.044527053833,25.260570430755617,0.0,1.0,0.0,0.0
0.3333333333333333,0.9,0.5,0.4166666666666667,0.8166666666666667,0.773142993450165,0.560931026935577,0.6723633994658788,1.0,0.0,0.0,0.0
0.3333333333333333,0.7,0.6666666666666666,0.875,0.9333333333333333,86.2954254150391,85.11474609375,85.71515846252441,0.0,1.0,0.0,0.0
0.3333333333333333,0.6666666666666666,0.5,0.625,0.8166666666666667,64.8279724121094,0.0,61.883441703264104,0.0,0.0,1.0,0.0
0.3333333333333333,0.9333333333333333,0.6666666666666666,0.3333333333333333,0.4666666666666667,0.272617995738983,0.0,0.1363089978694915,0.0,0.0,0.0,1.0
1.0,0.4,0.0,0.5416666666666666,0.11666666666666667,4.0258321762085,3.85246205329895,3.9336204568545017,0.0,0.0,0.0,1.0
0.4166666666666667,0.3333333333333333,0.3333333333333333,0.25,0.7833333333333333,0.27123299241066,0.0,0.13561649620533,0.0,0.0,0.0,1.0
0.3333333333333333,0.9666666666666667,0.8333333333333334,0.5,0.0,788.5869140625,20.4075145721436,111.05974690119426,0.0,0.0,0.0,1.0
0.3333333333333333,0.9333333333333333,0.6666666666666666,0.041666666666666664,0.95,0.788838028907776,0.561788022518158,0.671121442722062,1.0,0.0,0.0,0.0
0.3333333333333333,0.6,0.16666666666666666,0.625,0.6,0.934116005897522,0.755074024200439,0.8375608513752619,0.0,0.0,0.0,1.0
1.0,0.4,0.0,0.5833333333333334,0.3,4.03255796432495,3.81243300437927,3.926421427726745,0.0,0.0,0.0,1.0
0.3333333333333333,0.8666666666666667,0.3333333333333333,0.08333333333333333,0.6333333333333333,78.9606552124023,78.2040023803711,78.68774274190267,0.0,1.0,0.0,0.0
0.4166666666666667,0.13333333333333333,0.5,0.25,0.7833333333333333,2228.10961914062,2005.56530761719,2105.7323246325473,0.0,0.0,0.0,1.0
0.3333333333333333,0.9,0.5,0.4166666666666667,0.0,79.0357055664062,67.345573425293,71.38912303631122,1.0,0.0,0.0,0.0
0.3333333333333333,0.8,0.0,0.4166666666666667,0.15,0.971836984157562,0.723420977592468,0.8692905428045887,0.0,0.0,0.0,1.0
0.3333333333333333,0.8333333333333334,0.16666666666666666,0.875,0.7666666666666667,79.0953140258789,77.8655014038086,78.46434834798177,0.0,1.0,0.0,0.0
0.3333333333333333,0.8,0.0,0.3333333333333333,0.6,86.2154388427734,85.3462753295898,85.8770697075024,0.0,1.0,0.0,0.0
0.3333333333333333,0.9,0.5,0.6666666666666666,0.03333333333333333,6.79949283599854,2.59415793418884,3.762130850452487,0.0,0.0,1.0,0.0
0.4166666666666667,0.43333333333333335,0.8333333333333334,0.375,0.06666666666666667,0.274859994649887,0.0,0.1374299973249435,0.0,0.0,0.0,1.0
0.3333333333333333,0.9333333333333333,0.6666666666666666,0.2916666666666667,0.8,0.882678985595703,0.597333014011383,0.7556820154190064,0.0,1.0,0.0,0.0
0.4166666666666667,0.4666666666666667,1.0,0.5,0.21666666666666667,0.275189995765686,0.0,0.137594997882843,0.0,0.0,0.0,1.0
0.3333333333333333,0.5666666666666667,0.0,0.9166666666666666,0.0,81.7541656494141,81.0763778686523,81.35207148960659,0.0,1.0,0.0,0.0
0.3333333333333333,0.8333333333333334,0.16666666666666666,0.5,0.85,80.0680770874023,78.7127685546875,79.34251327514649,0.0,0.0,1.0,0.0
1.0,0.8666666666666667,0.0,0.25,0.7666666666666667,0.275783002376556,0.0,0.137891501188278,0.0,0.0,0.0,1.0
0.4166666666666667,0.43333333333333335,0.8333333333333334,0.20833333333333334,0.7166666666666667,0.270375996828079,0.0,0.1351879984140395,0.0,0.0,0.0,1.0
1.0,0.9,0.16666666666666666,0.875,0.45,0.296687990427017,0.0,0.1483439952135085,0.0,0.0,0.0,1.0
0.3333333333333333,0.6333333333333333,0.3333333333333333,0.3333333333333333,0.08333333333333333,2120.54443359375,2089.30541992188,2105.3119466145836,1.0,0.0,0.0,0.0
0.3333333333333333,0.9333333333333333,0.6666666666666666,0.0,0.5833333333333334,0.287916988134384,0.0,0.143958494067192,0.0,0.0,0.0,1.0
0.4166666666666667,0.3,0.16666666666666666,0.7083333333333334,0.21666666666666667,4.03572416305542,3.80484890937805,3.9145776470502214,0.0,0.0,0.0,1.0
0.3333333333333333,0.9,0.5,0.4583333333333333,0.9833333333333333,31.1002235412598,30.685230255127,30.915963577011887,0.0,0.0,1.0,0.0
0.3333333333333333,0.9333333333333333,0.6666666666666666,0.75,0.08333333333333333,0.272882014513016,0.0,0.136441007256508,0.0,0.0,0.0,1.0
0.3333333333333333,0.9,0.5,0.5,0.23333333333333334,26.7548866271973,25.5451183319092,26.220442012204966,0.0,1.0,0.0,0.0
0.4166666666666667,0.23333333333333334,1.0,0.375,0.8166666666666667,277.263610839844,16.2991199493408,115.71502943206255,0.0,0.0,0.0,1.0
0.3333333333333333,0.8666666666666667,0.3333333333333333,0.875,0.7,0.310075014829636,0.0,0.14429662749171263,0.0,1.0,0.0,0.0
0.3333333333333333,0.9333333333333333,0.6666666666666666,0.5416666666666666,0.11666666666666667,0.874302983283997,0.607818007469177,0.7581330468257268,0.0,1.0,0.0,0.0
1.0,0.7,0.3333333333333333,0.6666666666666666,0.21666666666666667,252.007919311523,16.3169231414795,141.5108221054077,0.0,0.0,0.0,1.0
0.3333333333333333,0.7666666666666667,1.0,0.0,0.4166666666666667,0.784024000167847,0.513714015483856,0.6455017159382502,1.0,0.0,0.0,0.0
1.0,0.8,0.8333333333333334,0.16666666666666666,0.7333333333333333,0.290951013565063,0.0,0.1454755067825315,0.0,0.0,0.0,1.0
0.3333333333333333,0.6,0.16666666666666666,0.4166666666666667,0.05,259.965759277344,0.928708016872406,68.64925026794273,0.0,0.0,0.0,1.0
0.3333333333333333,0.9333333333333333,0.6666666666666666,0.2916666666666667,0.36666666666666664,80.830078125,80.0256042480469,80.37895304361979,0.0,1.0,0.0,0.0
1.0,0.8,0.8333333333333334,0.375,0.35,2226.99682617188,1988.94909667969,2093.931801350912,0.0,0.0,0.0,1.0
