x1,x2,y
10.558132262783445,8.845233171130754,1
11.896536815893917,9.264389245477194,1
5.938887508643121,14.454766539754617,0
5.809018306854147,14.224383988106402,0
11.666736622623915,8.58155025007392,1
6.703324046372069,14.29926976493306,0
10.989930278911645,8.291182829510314,1
10.307690254618672,10.23555478869665,1
11.8011102769229,9.534744503170037,1
5.504943288254353,13.705441508135571,0
5.278979503440398,14.630775711417698,0
5.393248726915585,13.331922514696284,0
10.15412200191657,9.739319436778132,1
10.656226373129888,8.713329958674802,1
10.345387803737134,9.625060759436451,1
10.274153564943878,8.71926893062159,1
12.491192251281818,7.667216702156271,1
10.811363211267519,9.371763891897661,1
9.272683132600523,10.112164637794487,1
10.163724955294962,9.132010981819665,1
10.735592088531428,10.488213361013278,1
6.88771504531028,13.015564020188657,0
5.073182695901488,14.659850710500814,0
9.350700088091022,9.323877369260584,1
9.801217995374822,9.331915875913669,1
5.985389096111778,16.098898272943867,0
6.154909251935341,13.011149684224737,0
5.16615241079856,13.471376090429068,0
9.454803486156717,9.113043752318255,1
7.049253900472178,14.000678345968298,0
9.295905109374912,8.270848360640576,1
12.211213390739761,9.083923743994635,1
10.844307887270194,9.76587007565868,1
5.914035023056533,14.3961434308687,0
9.233940094696095,8.79763543877701,1
5.767557872373747,15.03146480576753,0
4.684982694024296,14.934187392306974,0
10.393164366441065,9.056610122348506,1
7.519292468463444,14.200053782334122,0
3.9174745330590595,13.525971382676033,0
11.006094276356874,9.05116452350501,1
4.88257184012067,15.49680777135918,0
11.010757794224583,11.45680639667896,1
10.145532815416338,8.91736349477834,1
10.628035330884561,9.925566300452704,1
10.482878436505167,8.026719758200457,1
11.111431857249233,8.80449757863457,1
10.802586339281039,9.232770058645858,1
11.676839762133834,6.561101795886128,1
11.398000554677678,8.30493940604205,1
5.625164941338614,13.600393456675295,0
5.384494821727571,14.462713606906064,0
10.816501896439764,9.160787938180574,1
11.520737337555568,6.62709079307019,1
6.098362284116362,13.205606920668293,0
10.7878044465414,8.831256879524094,1
7.279360997258307,13.80361833956247,0
